,Id,Name,NativeName,Description,MainRuleset,LudiiRuleset,Reference,Origin,DLPGame,PublicGame,knownAliases,Author,Publisher,ProprietaryGame,Credit,SeeAlso,BGGId,OriginPoint,EvidenceRange,WishlistGame,Notes,HelpUs,ForceRulesetInLud,DisableWebApp,ReconstructionDescriptionDone
896,1007,Lievre,Lièvre,"Lièvre is a blockade game that was played in France in the early twentieth century, and reported as a traditional French game at the time.",1165,,Michaelsen 2014: 212.,France,1,1,,,,0,Eric Piette,,,"46°58'29.12""N, 4°5'45.46""E","5417,5417",1,,0,0,0,1
897,1008,To Kinegi tou Lagou,To Kynégi tou Lagoú,"To Kynégi tou Lagoú (""Hare Hunt"") is a blockade game played by children in Greece. Played on a square board, the game is played by three people; one moving the hare, one moving the hunter, and the other moving the two hounds. ",1166,,Michaelsen 2014: 211-212.,Greece,1,1,The Game of Chasing the Hare,,,0,Eric Piette,,,"40°5'0.58""N, 21°25'38.38""E","5406,5483",0,,0,0,0,0
898,1009,Kiust Oyun,,Kiust Oyun is a capturing game played in Macedonia. ,1167,,Depaulis 2001: 58.,Macedonia,1,1,,,,0,Eric Piette,,,"40°2'22.57""N, 21°13'53.18""E","5423,5423",0,,0,0,0,0
899,1010,Issiren,,Issiren is a capturing game with dice played in the Illizi region of Algeria by the Kel Ajjer Tuareg people. ,1168,1168.0,Depaulis 2001: 61.,Algeria,1,1,Ishighän,,,0,Eric Piette,,,"24°33'16.30""N, 9°29'7.34""E","5460,5460",0,,0,0,0,0
900,1011,Ishighan,Ishighän,"Ishighän is a race game played by the Kel Ferwan people near Agadez, Niger. It is said to be typically for boys, but all ages participate in the game. Extra values are sometimes awarded to players on their throws when they grab a throwing stick that lands on its end, which is not modeled in this version.",1169,,Depaulis 2001: 69.,Niger,1,1,,,,0,Eric Piette,,,"18°54'44.34""N, 7°28'47.61""E","5476,5476",0,,0,1,0,0
901,1012,Yut Nori,,"Yut Nori is a race game played in Korea. Traditionally, it is played in the days following the Lunar New Year.",1170,,"<a href=""https://folkency.nfm.go.kr/en/topic/detail/4702"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Encyclopedia of Korean Folk Culture</a>",Korea,1,1,"Yut, Yunnori, Nyout, Yoot",,,0,Eric Piette,,,,"0,5520",1,,0,0,0,0
902,1013,Tic-Tac-Toe Misere,,"Tic-Tac-Toe Misere is played as per Tic-Tac-Toe, except that a player loses by making three-in-a-line of their colour.",1171,1171.0,,,0,1,,Ludii (run by Markus),,0,Cameron Browne,,,,"0,5520",0,,0,0,0,0
903,1014,Leoncito,,"Leoncito is a hunt game played by the Mapuche people of the Valle de Iglesias, Argentina.",1172,,Ferrrarese 2003-2004: 148.,Argentina,1,1,,,,0,,,,"30°24'39.62""S, 69°13'25.53""W","5489,5489",1,,0,0,0,1
904,1015,Phanjika,,"Phanjika is a game mentioned in the Manasollasa, a medieval Sanskrit text. It is thought to have been a precursor to the game Pachisi.",1173,,"<a href=""https://gyanchaupar.wordpress.com/2017/01/01/mellem-gyan-og-chaupar/"" style=""color: #0000EE"" />Wikipedia</a>",India,1,1,,,,0,Eric Piette,,,"21°51'47.42""N, 73°43'51.61""E","4626,4638",1,,0,0,0,1
905,1016,Raquithue,,"Raquilthue is a game played by the Cañicul Mapuche community in Argentina. It is a hunt game, of a type opoular among indigenous communities in the region. One player plays as a single lion, and the other as fourteen dogs.",1174,,Ferrarese 2006: 14-15.,Argentina,1,1,,,,0,,,,"39°45'33.13""S, 71°25'53.19""W","5489,5489",1,,0,0,0,1
906,1017,La Yagua,,La Yagua is a hunt game played in South America. This version was played by the Chiriguano-Chane people of Argentina.It was usually drawn on the ground and played with seeds or stones.,1175,1175.0,,Argentina,1,1,,,,0,Eric Piette,,,"22°47'14.2""S, 63°37'59.76""W","5482,5506",0,,0,0,0,0
907,1018,Udat Pagada,,"Udat Pagada is a game played on a  Chaupar board, but ignoring the spaces on the board. It was played up until the early twentieth century by girls. Graffiti suggests that the game could be much older.",1177,,Kamath 2020: 27.,India,1,1,,,,0,Eric Piette,,,"20°37'34.57""N, 76°37'14.23""E","5405,5405",0,,0,0,0,0
908,1020,O Shogi (Futsu Shodo-Shu),,"O-Shogi was a game played in medieval Japan, recorded in the Futsu Shodo-Shu. It was an enlarged version of Shogi, with 29 different pieces.",1178,,,Japan,1,1,,,,0,Eric Piette,,,"44°38'47.34""N, 142°14'32.01""E","4797,4802",1,,0,0,0,1
909,1021,Wuzi,,Wuzi is an alignment game played in China. It is thought to be related to either Backgammon or Gomoku.,1179,,Fairbairn 2007: 133.,China.,1,1,,,,0,Eric Piette,,,,"0,5520",1,,0,0,0,1
910,1022,Tanqi,,Tanqi is a game that was played in East Asia. It is thought to be a precursor to Hasami Shogi.,1180,,Fairbairn 2007: 133.,East Asia,1,1,,,,0,Eric Piette,,,,"0,5520",1,,0,0,0,1
911,1023,Mig Mang,,Mig Mang is a territory game played in Tibet on a 17x17 board.,1181,1181.0,Murray 1951: 97; Fairbairn 2007: 133.,Tibet,1,1,,,,0,Eric Piette,,,"28°10'59.69""N, 89°12'23.64""E","5379,5459",0,,0,0,0,0
912,1024,Yi,,"Yi is an ancient name for the game Weiqi. While they were probably used interchangeably at the time, this is the older version of the game, which was played on a 17x17 board.",1182,,Fairbair 2007.,China,1,1,,,,0,Eric Piette,,,"38°38'26.7""N, 116°3'50.04""E","3050,4255",1,,0,0,0,1
913,1025,Sanguo Xiangxi,,Sanguo Xiangxi is a Qing Dynasty Chinese board game related to Xiangqi.,1183,,Lo 2007: 125.,China,1,1,,,,0,,,,"31°2'2.90""N, 116°58'26.20""E","5144,5411",1,,0,0,0,0
914,1026,Residuel,,Fight over left-overs in this quick territorial game.,1184,1184.0,,,0,1,,Michael Amundsen,Michael Amundsen,0,Designed and implemented by Michael Amundsen.,,329382.0,,"0,5520",0,,0,0,0,0
915,1027,Ex Nihilo,,A highly tactical game of battling stacks growing into existence.,1185,1185.0,,,0,1,,Michael Amundsen,Michael Amundsen,0,Designed and implemented by Michael Amundsen.,,,,"0,5520",0,,0,0,0,0
916,1028,Mongolian Chess,,Mongolian Chess is a war game documented in Mongolia during the nineteenth century.,1186,,Lo 2007: 126.,Mongolia,1,1,,,,0,Eric Piette,,,"42°53'13.71""N, 109°26'6.95""E","5312,5359",1,,0,0,0,0
917,1029,Cai Xuan,,Cai Xuan is a game played since at least the Song Dynasty in China. It is one of a family of games which use dice and in which people attempt to navigate through the Chinese bureaucracy.,1187,,Lo 2007: 129.,China,1,1,,,,0,,,,"28°51'4.90""N, 112°35'20.30""E","4327,4338",1,,0,0,0,1
918,1030,Suffragetto,,"Suffragetto is a contest of occupation between two opposing factions, the Suffragettes and the Police. The goal of the Suffragettes is to break past Police lines and enter the House of Commons. At the same  time, The  Suffragettes  must  also  prevent  the  Police  from  entering  Albert  Hall, an  oft-used meeting space of the Women’s Social and Political Union. It is the Police’s duty to break up a meeting of the Suffragettes, currently being held in Albert Hall, all the while, preventing the Suffragettes from entering the House of Commons. The game is won by whoever first succeeds in introducing six members into the building guarded by its opponents.",1188,1188.0,"<a href=""https://www.playsuffragetto.com/print"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />www.playsuffragetto.com</a>",,0,1,,,,0,Nicholas Bamber,,127685.0,,"0,5520",0,,0,0,0,0
919,1031,Sik,,"Sik is a race game played in the Tidikelt region of Algeria by women and children. Played on a spiral board made in the sand, players race to the center and try not to be captures by the ""Bankor.""",1189,1189.0,Béart 1955: 428-429.,Algeria,1,1,Sig,,,0,Eric Piette,,,"27°10'15.97""N, 2°15'57.33""E","5399,5406",0,,0,1,0,0
920,1032,Boukerourou,,Boukerourou is a two-row mancala-style board game played in the Tidikelt region of Algeria at the turn of the twentieth century.,1190,1190.0,,Algeria,1,1,,,,0,Eric Piette,,,"27°31'50.13""N, 3°5'13.51""E","5399,5409",0,,0,0,0,0
921,1033,Sig (Mauritania),,"Sig is a word used for many games throughout Saharan Africa. This board game is a race game played in the Tagant region of Mauritania. The game is played in the sand, with the central two rows elevated on an artificial dune. ",1191,1191.0,,Mauritania,1,1,,,,0,Eric Piette,,,"17°54'24.91""N, 10°54'13.61""W","5455,5455",0,,0,1,0,0
922,1034,Dimraw,,"Dimraw is an alignment game played in the Trarza region of Mauritania. Unlike most other alignment games, one player starts at a disadvantage, with fewer pieces than their opponent. ",1192,,Béart 1955: 456.,Mauritania,1,1,,,,0,Eric Piette,,,"17°51'40.95""N, 13°43'39.87""W","5452,5452",1,,0,0,0,1
923,1035,Uturu Uturu Kaida,,"Uturu Uturu Kaida is a simple race game played in Senegal. The board is made in the sand, and pieces of wood or iron are used as pieces. It is played with six or seven players, who race their horses to the end of the board.",1193,1193.0,,Senegal,1,1,,,,0,Eric Piette,,,"16°1'57.36""N, 16°28'54.60""W","5455,5455",0,,0,1,0,0
924,1036,Nama,,"Nama is a race game played in Ségou, Mali. The board is made in the sand, and nut shells are used as dice. The first player who reaches the end plays as the hyena, which eats up the remianing players' pieces.",1194,1194.0,,Mali,1,1,,,,0,Eric Piette,,,"13°25'53.98""N, 6°14'53.72""W","5455,5455",0,,0,1,0,0
925,1037,Piaf,,"Piaf is a game played by girls in the Diafarabe area of Mali. It is a race game, in which a mother must prepare herself to leave, travel across the board, and then prepare herself for sleep. Upon doing this, she becomes a hyena, which must seize and eat the other mothers.",1195,,,Mali,1,1,,,,0,Eric Piette,,,"14°8'22.03""N, 5°1'1.02""W","5455,5455",1,,0,0,0,0
926,1038,Paradis,,"Paradis is a race game played by boys, men, and married women in Mali. Players attempt to reach Paradise, in the center of the board, three times.",1197,1197.0,,Mali,1,1,,,,0,Eric Piette,,,"14°8'22.03""N, 5°1'1.02""W","5455,5455",0,,0,1,0,0
927,1039,Tama,,"Tama is a game with leaping captures played in Armenia. It allows both orthogonal and diagonal movement, and was played on a checkered board. ",1517,1517.0,,Armenia,1,1,Armenian Draughts,,,0,A. Sambruni,,45755.0,"39°14'25.28""N, 46°24'7.77""E","5434,5434",0,,0,0,0,0
928,1040,Omnidirectional Draughts,,A draughts variant with both orthogonal and diagonal movement and capture.,1199,1199.0,,,0,1,,A. Sambruni,,0,A. Sambruni,,,,"0,5520",0,,0,0,0,0
929,1041,Uril,,"Uril is a two-row mancala-style board game played in Cabo Verde. It is a popular game on the islands, and also was played by immigrants to Portugal. Men typically play in public, while women generally played in private spaces. ",1200,1200.0,Braz Dias and Braz Dias 2020.,Cabo Verde,1,1,"Ouril, Ouri",,,0,Eric Piette,,,"16°53'9.04""N, 24°59'18.78""W","5506,5517",0,,0,0,0,0
930,1042,Alkarhat,,"Alkarhat is an alignment game played by Tuareg people of the Sahara. It is used for divination, with a holy man presiding over the game.",1201,,Murray 1951: 49-50.,Niger,1,1,,,,0,Eric Piette,,,"18°30'7.26""N, 8°18'28.74""E","5422,5422",1,,0,0,0,1
931,1043,Shanzak Kammar,,"Shanzak Kammar is a capturing game played in Central Asia. It was particularly popular in Samarkand in the nineteenth century, and was often played on a board drawn on the ground with clay pieces, coins, or pebbles.",1202,,Murray 1951: 67.,Central Asia,1,1,Un Almy Tash,,,0,Eric Piette,,,"39°39'12.42""N, 66°57'33.25""E","5393,5393",0,,0,0,0,0
932,1044,Dum Blas,,Dum Blas is a game with leaping captures played in Malaysia during the early twentieth century.,1203,,Murray 1951: 81.,Malaysia,1,1,"Main Dum, Dum Papan, Dam Blas",,,0,,,,"3°4'19.51""N, 101°31'6.22""E","5404,5404",0,,0,0,0,0
933,1046,Ludus Rebellionis (Asymmetric),,"The Ludus Rebellionis appears in a sixteenth century Italian manuscript, with three different diagrams. This version is of an asymmetric game, where a King and Queen play against sixteen Pawns.",1205,,Murray 1951: 105-106.,Italy,1,1,,,,0,Eric Piette,,,"44°32'54.94""N, 12°8'38.66""E","5000,5099",1,,0,0,0,1
934,1047,Russian Fortress Chess,,Russian Fortress Chess is a game that was played in Russia during the eighteenth and nineteenth centuries.,1206,,Markov 2015,Russia,1,1,,,,0,Eric Piette,,,"59°55'53.63""N, 30°19'46.62""E","5300,5350",0,,0,0,0,0
935,1049,Schuster,,Schuster is a European Tables game played in Sweden by women. ,1208,,Murray 1951: 126.,Sweden,1,1,,,,0,Eric Piette,,,"63°7'19.93""N, 13°0'48.56""E","5339,5339",0,,0,0,0,0
936,1050,Buffa de Baldrac,,Buf de Baldriac is a European Tables game played in Spain in the thirteenth century. It is recorded in Alfonso X's Libro de los Juegos.,1209,1209.0,Murray 1951: 128.,Spain,1,1,,,,0,Eric Piette,,,"38°33'2.78""N, 6°12'9.95""W","4783,4783",0,,0,0,0,0
937,1052,Shing Kun T'o (Qing Dynasty),,"Shing Kun T'o is a Chinese promotion game. This version was played during the Manchu Dynasty. Players attempt to navigate the Chinese bureaucracy modeled on the board, using dice throws.",1210,,Murray 1951: 146.,China,1,1,,,,0,,,,"23°7'44.51""N, 113°15'51.35""E","5395,5395",1,,0,0,0,0
938,1053,Tjyong Kyeng To,,"Tjyong Kyeng To, the ""Game of Dignitaries,"" is a promotion game played in Korea. ",1211,,Murray 1951: 146.,Korea,1,1,,,,0,Eric Piette,,,"36°56'23.87""N, 128°47'57.91""E","5395,5395",1,,0,0,0,1
939,1054,Han Guan Yi,,"Han Guan Yi is a Chinese promotion game from the eleventh century. The board is unknown, but the rules have been preserved in a book.",1212,,,China.,1,1,,,,0,,,,"23°20'15.41""N, 116°17'33.88""E","4522,4588",1,,0,0,0,0
940,1055,Callanish,,"On  the  Isle  of  Lewis  (Outer  Hebrides,  Scotland)  are located   some   of   the   most   impressive   prehistoric megalithic  structures  in  Europe.  The  most  important sites  are  around  the  area  of Callanish,  and  include stone circles, cairns, and stone alignments.

The  goal  of Callanish  is  to  create  an  alignment  of  a certain  number  of  stones  or  stacks  of  your  colour orthogonally along any file or rank of the board.",1213,1213.0,"<a href=""https://nestorgames.com/rulebooks/CALLANISH_EN.pdf"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a>",,0,1,,José Manuel Astilleros García-Monge,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a> (used with permission)",0,Nicholas Bamber,,157894.0,,"0,5520",0,,0,0,0,0
941,1056,E-Sugoroku,,"E-Sugoroku is a race game popular in Japan from the seventeenth to the nineteenth century. There are thousands of differnt boards that were made for the game during this period, but they are all games in which dice rolls determine which space a player proceeds to next, as given on the board.",1214,,,Japan,1,1,,,,0,,,,"31°59'22.18""N, 131°1'59.87""E","5120,5180",1,,0,0,0,0
942,1057,Jodo Sugoroku,,"Jodo Sugoroku is a game played during the fifteenth century, which is thought to be an ancestor of E-Sugoroku.",1215,,,Japan,1,1,,,,0,,,,"38°4'28.2""N, 139°31'40.76""E","4974,5368",1,,0,0,0,1
943,1060,Caixuan Baiguan Duo,,Caixuan Baiguan Duo is a Chinese promotion game from the Ming Dynasty based on Ming civil and military hierarchy.,1218,,Lo 2005: 66.,China,1,1,,,,0,,,,"32°49'47.87""N, 109°30'13.19""E","5094,5144",1,,0,0,0,0
944,1061,Hulu Wen,,Hulu Wen is a race game played in early modern China. Players race to reach the center of a square spiral board.,1219,,Lo 2004: 72.,China,1,1,,,,0,Eric Piette,,,"31°17'54.27""N, 120°35'9.37""E","5144,5411",1,,0,0,0,1
945,1062,Wo Shuo,,"Wo Shuo was a game popular during the period of Northern and Southern Dynasties (256-589 CE) in China. The game is mentioned in some accounts, but few details are known about gameplay or the board.",1220,,Lo 2005: 99.,China,1,1,,,,0,Eric Piette,,,"38°7'22.83""N, 109°43'37.77""E","4005,4342",1,,0,0,0,1
946,1063,Chang Xing,,"Chang Xing is a game that was played in medieval China. Eearly sources describe some details of the game, which have led scholars to think it was related to games like Nard and Backgammon. The sources say it developed from the game of Wo Shuo.",1221,,,China,1,1,,,,0,,,,"31°34'20.32""N, 115°9'14.55""E","4300,4379",1,,0,0,0,1
947,1064,Tap Urdy,,"Tap Urdy is a two-row mancala-style board game played in Turkmenistan during the early twentieth century. The game is played in holes dug into the ground, and the counters are typically sheep droppings.",1222,1222.0,Deledicq and Popova 1977: 90.,Turkmenistan,1,1,,,,0,Eric Piette,,,"38°6'1.67""N, 58°42'38.85""E","5431,5431",0,,0,0,0,0
